id,status,userId,username,problemId,timeUsed,memoryUsed,submitTime,ip,compilerId,source,codeLength,contestId,errorMessage
2874343,4,16786,Albatron泠凌,617,0,0,1624953249,192.168.0.96,2,"#include <stdio.h>
#include <string.h>
int main()
{
	int n,i,j,s;
	scanf(""%d"",&n);
	int t[n];
	for(i=0;i<n;i++)
	{
		t[i]=1;
	}
	
	char ch[n];
	scanf(""%s"",&ch);
	for(i=0;i<n-1;i++)
	{
	
		for(j=i+1;j<n;j++)
		{
			if(ch[i]==ch[j])
			t[i] += 1;
		}
    }
		for(s=0,i=1;i<n;i++)
		{
			if(t[s]<t[i])
			s=i;	
		}
	   printf(""%c\n"",ch[s]);
		return 0;
	
 }",354,540,
2874345,0,17040,神也佑我不负,72,0,232,1624953257,192.168.0.96,2,"#include <stdio.h>

int main()
{
	int a[10000];
	int i, j, t;
	float averg;
	float s = 0;
	int n;
	scanf(""%d"", &n);
	for(i=0; i<n; i++)
	{
		scanf(""%d"", &a[i]);
	}
	for(i=0; i<(n-1); i++)
	{
		for(j=i+1; j<n; j++)
		{
			if(a[i] < a[j])
			{
				t = a[i];
				a[i] = a[j];
				a[j] = t;
			}
		}
	}
	for(i=0; i<n; i++)
	{
		s += a[i] * (i+1);
	}
	averg = s/n;
	printf(""%.2f\n"", averg);
	return 0;
}
",399,535,
2874347,0,17149,Fashion Paul,580,0,228,1624953267,192.168.0.96,2,"#include <stdio.h>
#include <string.h>

struct WP
{
    char name[100];
    int a, b, c;
};

int main()
{
    struct WP country[1000];
    struct WP t;
    int n, i, j;
    scanf(""%d"", &n);
    for(i=0; i<n; i++)
    {
        scanf(""%s"", country[i].name);
    }
    for(i=0; i<n; i++)
    {
        scanf(""%d"", &country[i].a);
    }
    for(i=0; i<n; i++)
    {
        scanf(""%d"", &country[i].b);
        country[i].c = country[i].b-country[i].a;
    }
    for(i=0; i<n-1; i++)
    {
       for(j=i; j<n; j++)
        {
            if(country[i].c < country[j].c)
            {
                t = country[i];
                country[i] = country[j];
                country[j] = t;
            }
            if(country[i].c == 0)
            {
                t = country[i];
                country[i] = country[j];
                country[j] = t;
            }
            if(country[i].c == country[j].c && strcmp(country[i].name,country[j].name) > 0)
            {
                t = country[i];
                country[i] = country[j];
                country[j] = t;
            }
        }
    }
    for(i=0; i<n; i++)
    {
        printf(""%d %s\n"", country[i].c, country[i].name);
    }
}
",1202,534,
2874349,0,16795,Lingshuaibi,320,0,220,1624953290,192.168.0.96,2,"#include <stdio.h>


int main() {
	int a,n,max,min;
	scanf(""%d"",&n); 
	while(~scanf(""%d"",&a))
	{
		if(a%2!=0)
		printf(""0 0\n"");
		else
		{max=a/2;
		min=a/4;
		printf(""%d %d\n"",min,max);
		}
		
	}
	return 0;
}
",211,531,
2874350,0,16956,yu5120204752,563,0,212,1624953295,192.168.0.96,2,"#include <stdio.h>
#include <string.h>

int main()
{
	char s[100];
	while(~scanf(""%s"", s))
	{
		int n;
		n = strlen(s);
		for(int i=0; i<n; i++)
		{
			if(s[i] >= 'A' && s[i] <= 'Z')
				printf(""%c"", s[i]+32);
			else if(s[i] >= 'a' && s[i] <= 'z')
				printf(""%c"", s[i]-32);
		}
		printf(""\n"");
	}
	return 0;
}",311,533,
2874353,0,16581,AHAO,509,0,212,1624953303,192.168.0.96,2,"#include <stdio.h>

int main()
{
	int a[12]={31, 28, 31, 30, 31, 30, 31, 31, 30, 31, 30, 31};
	int year, month, day;
	int i, sum;
	while(scanf(""%d%d%d"", &year, &month, &day) != EOF)
	{
		for(i=0; i<month-1; i++)
		{
			day += a[i];
	    }
		day = day + (year-2007) * 365 - 243;
		if((year == 2008 && month > 2) || year > 2008)
		{
			day++;
		}
		if(day%7 == 3)
		{
			printf(""ALL\n"");
		 	continue;
		}
		sum = (day - day/7);
		if(day%7 >= 3)
		{
		 	sum--;
		}
		switch(sum % 4)
		{
		 	case 1:printf(""B\n""); break;
		 	case 2:printf(""X\n""); break;
		 	case 3:printf(""H\n""); break;
		 	case 0:printf(""P\n""); break;
		}
	}
	return 0;
 }
",638,535,
2874355,0,17148,Stranger6877,1167,0,216,1624953318,192.168.0.96,2,"#include <stdio.h>
#include <string.h>

int main()
{
	char s[205];
	while(~scanf(""%s"", s))
	{
		int n;
		n = strlen(s);
		char a[205] = {'s'}, b[205] = {'1'}, c[205] = {'-'};
		int d = 0, e = 0, f = 0;
		for(int i=0; i<n; i++)
		{
			if(s[i] >= 'A' && s[i] <= 'Z' || s[i] >= 'a' && s[i] <= 'z')
			{
				a[d] = s[i];
				d++;
			}
			else if(s[i] >= '0' && s[i] <= '9')
			{
				b[e] = s[i];
				e++;
			}
			else
			{
				c[f] = s[i];
				f++;
			}
		}
		printf(""%s\n%s\n%s\n"", a, b,c );
	}
	return 0;
}",504,533,
2874357,0,16795,Lingshuaibi,148,0,224,1624953323,192.168.0.96,2,"#include<stdio.h>

int main()

{

	int a[10];

	for(int i=0;i<=9;i++)

	{

		scanf(""%d"",&a[i]);

	}

	int h;

	scanf(""%d"",&h);

	int cnt=0;

	for(int t=0;t<=9;t++)

	{

		if(a[t]>h+30)

		{

			continue;

		}

		else

		{

			cnt++;

		}

	}

	printf(""%d\n"",cnt);

	return 0;

 }
",280,532,
2874359,4,16826,机械类2006牛佳辉,287,0,0,1624953336,192.168.0.96,2,"#include <stdio.h>
#include <stdlib.h>

struct student
{
    long studentid;
    char classname[32];
    char name[32];
    float score[3];
    float aver;
};
void read(struct student stu[],int n)
{
    int i, j;
    for(i=0; i<n; i++)
    {
        scanf(""%ld%s%s"", &stu[i].studentid, stu[i].classname, stu[i].name);
        for(j=0; j<3; j++)
        {
            scanf(""%f"", &stu[i].score[j]);
        }
    }
}
void average(struct student stu[], int n)
{
    int i, j;
    int m;
    for(i=0; i<n; i++)
    {
        m=0;
        for(j=0; j<3; j++)
        {
            m += stu[i].score[j];
        }
        stu[i].aver = m*1.0/3;
    }
}
int paixu(struct student stu[], int n)
{
    int i, x;
    float temp = stu[0].aver;
    for(i=0; i<n; i++)
    {
        if(stu[i].aver > temp)
        {
            temp = stu[i].aver;
            x = i;
        }
    }
    return x;
}
int main()
{
    struct student stu[100];
    int n, i, l;
    scanf(""%d"", &n);
    read(stu, n);
    average(stu, n);
    for(i=0; i<n; i++)
    {
        printf(""%s"", stu[i].name);
        printf("" %.1f\n"", stu[i].aver);
    }
    l = paixu(stu,n);
    printf(""%ld %s %s %.1f %.1f %.1f %.1f"", stu[l].studentid,stu[l].classname, stu[l].name, stu[l].score[0], stu[l].score[1], stu[l].score[2], stu[l].aver);
    printf(""\n"");
    return 0;
}",1326,539,
2874360,0,16956,yu5120204752,1167,0,224,1624953338,192.168.0.96,2,"#include <stdio.h>
#include <string.h>

int main()
{
	char s[205];
	while(~scanf(""%s"", s))
	{
		int n;
		n = strlen(s);
		char a[205] = {'s'}, b[205] = {'1'}, c[205] = {'-'};
		int d = 0, e = 0, f = 0;
		for(int i=0; i<n; i++)
		{
			if(s[i] >= 'A' && s[i] <= 'Z' || s[i] >= 'a' && s[i] <= 'z')
			{
				a[d] = s[i];
				d++;
			}
			else if(s[i] >= '0' && s[i] <= '9')
			{
				b[e] = s[i];
				e++;
			}
			else
			{
				c[f] = s[i];
				f++;
			}
		}
		printf(""%s\n%s\n%s\n"", a, b,c );
	}
	return 0;
}",504,533,
2874361,4,16826,机械类2006牛佳辉,287,0,0,1624953347,192.168.0.96,2,"#include <stdio.h>
#include <stdlib.h>

struct student
{
    long studentid;
    char classname[32];
    char name[32];
    float score[3];
    float aver;
};
void read(struct student stu[],int n)
{
    int i, j;
    for(i=0; i<n; i++)
    {
        scanf(""%ld%s%s"", &stu[i].studentid, stu[i].classname, stu[i].name);
        for(j=0; j<3; j++)
        {
            scanf(""%f"", &stu[i].score[j]);
        }
    }
}
void average(struct student stu[], int n)
{
    int i, j;
    int m;
    for(i=0; i<n; i++)
    {
        m=0;
        for(j=0; j<3; j++)
        {
            m += stu[i].score[j];
        }
        stu[i].aver = m*1.0/3;
    }
}
int paixu(struct student stu[], int n)
{
    int i, x;
    float temp = stu[0].aver;
    for(i=0; i<n; i++)
    {
        if(stu[i].aver > temp)
        {
            temp = stu[i].aver;
            x = i;
        }
    }
    return x;
}
int main()
{
    struct student stu[100];
    int n, i, l;
    scanf(""%d"", &n);
    read(stu, n);
    average(stu, n);
    for(i=0; i<n; i++)
    {
        printf(""%s"", stu[i].name);
        printf("" %.1f\n"", stu[i].aver);
    }
    l = paixu(stu,n);
    printf(""%ld %s %s %.1f %.1f %.1f %.1f"", stu[l].studentid,stu[l].classname, stu[l].name, stu[l].score[0], stu[l].score[1], stu[l].score[2], stu[l].aver);
    printf(""\n"");
    return 0;
}",1326,539,
2874363,7,16795,Lingshuaibi,619,0,0,1624953350,192.168.0.96,2,"
#include <stdio.h>
#include <string.h>
#include<stdio.h>
int f(int n)
{
	if(n==1)
	return 1;
	return (f(n-1)+1)*2;
} 
int main()
{
	int n; 
	int f(int n);
	while(~scanf(""%d"",&n)
",179,532,"swustoj/2874363/main.cpp: In function ‘int main()’:
swustoj/2874363/main.cpp:15:22: error: expected ‘)’ at end of input
  while(~scanf(""%d"",&n)
                      ^
swustoj/2874363/main.cpp:15:22: error: expected statement at end of input
swustoj/2874363/main.cpp:15:22: error: expected ‘}’ at end of input
"
2874365,0,16794,不逍遥的小书生,1167,0,212,1624953362,192.168.0.96,2,"#include <stdio.h>
#include <string.h>

int main()
{
	char s[205];
	while(~scanf(""%s"", s))
	{
		int n;
		n = strlen(s);
		char a[205] = {'s'}, b[205] = {'1'}, c[205] = {'-'};
		int d = 0, e = 0, f = 0;
		for(int i=0; i<n; i++)
		{
			if(s[i] >= 'A' && s[i] <= 'Z' || s[i] >= 'a' && s[i] <= 'z')
			{
				a[d] = s[i];
				d++;
			}
			else if(s[i] >= '0' && s[i] <= '9')
			{
				b[e] = s[i];
				e++;
			}
			else
			{
				c[f] = s[i];
				f++;
			}
		}
		printf(""%s\n%s\n%s\n"", a, b,c );
	}
	return 0;
}",504,533,
2874368,0,17146,1583964946,619,0,220,1624953371,192.168.0.96,2,"#include <stdio.h>

int peach(int n) {
   if(n == 1)
       return 1;
   else {
       long res = 1L;
       while(--n)
           res = 2 * (res + 1);
       return res;
   }
}
int main(void)
{
   int n;

   while(scanf(""%d"", &n) != EOF)
       printf(""%d\n"", peach(n));

   return 0;
}
",288,532,
